skill,demand_count,candidate_count,demand_pct,candidate_pct,gap_score
actions,399.0,78,0.15610756163118708,0.045350682876628697,0.11075687875455839
budgets,469.0,126,0.18349485314543043,0.07325879541609251,0.11023605772933792
specifications,546.0,178,0.21362087381109812,0.10349258400051166,0.11012828981058646
requests,498.0,147,0.1948410167727598,0.08546859465210793,0.10937242212065187
functional,512.0,160,0.2003184750756085,0.09302704179821272,0.10729143327739576
activities.,521.0,167,0.2038396982702969,0.09709697487688453,0.10674272339341238
travel,485.0,145,0.1897548054915432,0.08430575662963027,0.10544904886191292
project activities,300.0,21,0.11737410648961434,0.01220979923601542,0.10516430725359892
team.,453.0,125,0.17723490079931767,0.0726773764048537,0.10455752439446397
delivery,629.0,244,0.24609437660655809,0.1418662387422744,0.1042281378642837
risk,425.0,107,0.16627998419362033,0.06221183420255476,0.10406814999106558
goals,599.0,227,0.23435696595759664,0.1319821155512143,0.10237485040638233
loan,362.0,68,0.1416314218308013,0.03953649276424041,0.1020949290665609
finance,724.0,314,0.2832628436616026,0.18256556952899247,0.10069727413261012
teams,556.0,201,0.21753334402741858,0.11686522125900473,0.10066812276841386
files,459.0,136,0.17958238292910994,0.07907298552848081,0.10050939740062913
technical assistance,282.0,22,0.11033166010023748,0.012791218247254248,0.09754044185298323
agencies,430.0,123,0.16823621930178057,0.07151453838237602,0.09672168091940454
laws,303.0,38,0.11854784755451048,0.02209392242707552,0.09645392512743496
management.,347.0,70,0.13576271650632057,0.040699330786718065,0.09506338571960252
project.,347.0,71,0.13576271650632057,0.041280749797956894,0.09448196670836367
flow,500.0,174,0.19562351081602392,0.10116690795555633,0.09445660286046759
risks,317.0,52,0.12402530585735917,0.030233788584419132,0.09379151727294004
assurance,289.0,34,0.11307038925166182,0.019768246382120203,0.09330214286954162
network,623.0,259,0.2437468944767658,0.15058752391085684,0.09315937056590898
initiatives,404.0,114,0.1580637967393473,0.06628176728122656,0.09178202945812075
development.,301.0,46,0.1177653535112464,0.026745274516986158,0.09102007899426023
portfolio,335.0,69,0.13106775224673603,0.040117911775479236,0.09094984047125679
mission,377.0,98,0.14750012715528202,0.05697906310140529,0.09052106405387672
community,546.0,212,0.21362087381109812,0.12326083038263186,0.09036004342846626
projects.,433.0,140,0.16940996036667672,0.08139866157343613,0.08801129879324059
trends,418.0,130,0.163541255042196,0.07558447146104783,0.08795678358114817
procurement,522.0,200,0.20423094529192898,0.11628380224776591,0.08794714304416307
products and services,256.0,22,0.10015923753780424,0.012791218247254248,0.08736801929054999
groups,401.0,120,0.1568900556744512,0.06977028134865954,0.08711977432579165
effectiveness,340.0,79,0.13302398735489626,0.04593210188786753,0.08709188546702873
best practices,295.0,49,0.11541787138145412,0.028489531550702645,0.08692833983075147
conferences,369.0,99,0.14437015098222564,0.05756048211264412,0.08680966886958152
letters,339.0,80,0.13263274033326422,0.04651352089910636,0.08611921943415786
join,324.0,70,0.1267640350087835,0.040699330786718065,0.08606470422206544
negotiations,291.0,48,0.11385288329492592,0.027908112539463816,0.0859447707554621
excellent,249.0,20,0.0974205083863799,0.01162838022477659,0.08579212816160331
content,377.0,107,0.14750012715528202,0.06221183420255476,0.08528829295272726
security,581.0,247,0.22731451956821977,0.1436104957759909,0.08370402379222888
filing,377.0,110,0.14750012715528202,0.06395609123627125,0.08354403591901077
office.,270.0,42,0.10563669584065291,0.02441959847203084,0.08121709736862207
collection,401.0,131,0.1568900556744512,0.07616589047228667,0.08072416520216452
banking,351.0,98,0.1373277045928488,0.05697906310140529,0.0803486414914435
software developer,256.0,37,0.10015923753780424,0.02151250341583669,0.07864673412196756
resource,374.0,117,0.1463263860903859,0.06802602431494305,0.07830036177544285
workshops,358.0,107,0.1400664337442731,0.06221183420255476,0.07785459954171835
deliverables,292.0,63,0.11424413031655796,0.036629397708046255,0.0776147326085117
decisions,292.0,63,0.11424413031655796,0.036629397708046255,0.0776147326085117
feedback,361.0,110,0.14124017480916928,0.06395609123627125,0.07728408357289804
partnership,255.0,39,0.09976799051617219,0.022675341438314348,0.07709264907785784
administrator,321.0,85,0.12559029394388738,0.04942061595530051,0.07616967798858687
changes,503.0,208,0.19679725188092007,0.12093515433767653,0.07586209754324354
impact,361.0,114,0.14124017480916928,0.06628176728122656,0.07495840752794272
efficient,565.0,252,0.22105456722210703,0.14651759083218502,0.07453697638992202
technical support,391.0,135,0.1529775854581307,0.07849156651724198,0.07448601894088872
direction,292.0,69,0.11424413031655796,0.040117911775479236,0.07412621854107873
supporting,439.0,168,0.171757442496469,0.09767839388812335,0.07407904860834563
law,278.0,60,0.10876667201370929,0.03488514067432977,0.07388153133937952
tests,346.0,106,0.13537146948468856,0.06163041519131593,0.07374105429337263
highly motivated,304.0,80,0.11893909457614253,0.04651352089910636,0.07242557367703617
records,685.0,339,0.26800420981795275,0.1971010448099632,0.07090316500798954
consultation,252.0,48,0.09859424945127604,0.027908112539463816,0.07068613691181222
personnel,531.0,236,0.2077521684866174,0.13721488665236375,0.07053728183425365
seminars,309.0,89,0.12089532968430278,0.05174629200025583,0.06914903768404695
edit,209.0,22,0.081770627521098,0.012791218247254248,0.06897940927384374
reviews,290.0,77,0.11346163627329386,0.044769263865389874,0.06869237240790399
consultants,388.0,143,0.15180384439323455,0.08314291860715262,0.06866092578608193
rules,313.0,93,0.12246031777083098,0.05407196804521114,0.06838834972561984
train,366.0,129,0.1431964099173295,0.07500305244980901,0.06819335746752048
administrative support,215.0,29,0.08411810965089028,0.016861151325926055,0.06725695832496423
reports.,300.0,87,0.11737410648961434,0.050583453977778164,0.06679065251183618
telephone,369.0,134,0.14437015098222564,0.07791014750600316,0.06646000347622248
components,393.0,152,0.1537600795013948,0.08837568970830208,0.06538438979309273
deadlines,282.0,80,0.11033166010023748,0.04651352089910636,0.06381813920113112
governance,194.0,22,0.07590192219661727,0.012791218247254248,0.06311070394936302
surveys,235.0,50,0.09194305008353124,0.029070950561941478,0.06287209952158976
analyses,227.0,45,0.08881307391047485,0.026163855505747326,0.06264921840472754
staff.,268.0,73,0.10485420179738882,0.04244358782043455,0.062410613976954264
market research,265.0,71,0.10368046073249268,0.041280749797956894,0.062399710934535786
regulatory,236.0,53,0.09233429710516328,0.030815207595657965,0.06151908950950531
administrative assistant,209.0,35,0.081770627521098,0.020349665393359032,0.06142096212773897
methodology,239.0,56,0.09350803817005943,0.03255946462937445,0.060948573540684975
financial statements,231.0,51,0.09037806199700305,0.029652369573180303,0.06072569242382274
databases,308.0,104,0.12050408266267074,0.060467577168838264,0.06003650549383247
progress,659.0,341,0.25783178725551953,0.19826388283244087,0.05956790442307866
integration,306.0,106,0.11972158861940664,0.06163041519131593,0.05809117342809071
department.,318.0,115,0.1244165528789912,0.06686318629246539,0.05755336658652581
test cases,199.0,35,0.07785815730477752,0.020349665393359032,0.05750849191141849
findings,196.0,33,0.07668441623988137,0.019186827370881374,0.057497588869
communications,450.0,205,0.17606115973442152,0.11919089730396004,0.05687026243046148
oversight,218.0,50,0.08529185071578642,0.029070950561941478,0.05622090015384494
corporate,682.0,363,0.2668304687530566,0.2110551010796951,0.0557753676733615
phone calls,175.0,22,0.06846822878560838,0.012791218247254248,0.055677010538354124
project manager,336.0,131,0.13145899926836807,0.07616589047228667,0.0552931087960814
approaches,189.0,33,0.07394568708845704,0.019186827370881374,0.05475885971757567
providers,186.0,31,0.0727719460235609,0.018023989348403713,0.05474795667515718
implementation.,176.0,26,0.06885947580724042,0.015116894292209566,0.05374258151503085
tables,173.0,24,0.06768573474234428,0.013954056269731908,0.05373167847261237
sas,183.0,31,0.07159820495866474,0.018023989348403713,0.05357421561026103
sustainable,186.0,34,0.0727719460235609,0.019768246382120203,0.053003699641440694
products.,234.0,67,0.09155180306189918,0.03895507375300158,0.052596729308897604
progress reports,187.0,36,0.07316319304519295,0.02093108440459786,0.05223210864059509
recruitment,294.0,109,0.11502662435982207,0.06337467222503242,0.05165195213478965
accuracy,338.0,139,0.13224149331163218,0.0808172425621973,0.05142425074943488
inquiries,228.0,65,0.08920432093210691,0.03779223573052391,0.051412085201583
efficiency,414.0,191,0.1619762669556678,0.11105103114661644,0.05092523580905137
investment,257.0,87,0.1005504845594363,0.050583453977778164,0.049967030581658134
share,248.0,81,0.09702926136474786,0.047094939910345184,0.04993432145440268
papers,193.0,44,0.07551067517498523,0.025582436494508497,0.04992823868047674
communication,993.0,583,0.38850829248062346,0.3389672835522376,0.049541008928385866
vision,282.0,105,0.11033166010023748,0.06104899618007709,0.04928266392016039
supervisor.,175.0,33,0.06846822878560838,0.019186827370881374,0.049281401414727005
logistics,321.0,132,0.12559029394388738,0.0767473094835255,0.04884298446036188
proactive,231.0,72,0.09037806199700305,0.04186216880919572,0.04851589318780732
human resources,213.0,60,0.08333561560762619,0.03488514067432977,0.04845047493329642
forms,293.0,114,0.11463537733819001,0.06628176728122656,0.04835361005696345
forecasts,176.0,36,0.06885947580724042,0.02093108440459786,0.04792839140264256
loans,174.0,36,0.06807698176397632,0.02093108440459786,0.047145897359378464
project team,172.0,35,0.06729448772071223,0.020349665393359032,0.0469448223273532
registration,200.0,54,0.07824940432640956,0.031396626606896794,0.04685277771951277
processing,436.0,214,0.17058370143157284,0.12442366840510952,0.04616003302646332
brand,288.0,115,0.11267914223002978,0.06686318629246539,0.04581595593756439
funding,174.0,39,0.06807698176397632,0.022675341438314348,0.04540164032566198
updates,254.0,94,0.09937674349454015,0.05465338705644997,0.04472335643809018
design and development,144.0,20,0.05633957111501489,0.01162838022477659,0.0447111908902383
software engineer,160.0,31,0.06259952346112765,0.018023989348403713,0.04457553411272394
grant,200.0,58,0.07824940432640956,0.03372230265185211,0.04452710167455745
interpretation,182.0,46,0.0712069579370327,0.026745274516986158,0.04446168342004654
financial management,179.0,44,0.07003321687213655,0.025582436494508497,0.044450780377628056
consistency,158.0,30,0.06181702941786356,0.017442570337164884,0.044374459080698675
transportation,220.0,72,0.08607434475905051,0.04186216880919572,0.04421217594985479
tools,615.0,338,0.24061691830370943,0.19651962579872437,0.044097292504985064
inform,178.0,44,0.06964196985050451,0.025582436494508497,0.044059533355996015
audit,385.0,185,0.1506301033283384,0.10756251707918346,0.04306758624915494
estimates,175.0,45,0.06846822878560838,0.026163855505747326,0.04230437327986105
scope,325.0,146,0.12715528203041554,0.0848871756408691,0.042268106389546437
continuous,259.0,102,0.10133297860270038,0.059304739146360606,0.042028239456339773
coverage,193.0,58,0.07551067517498523,0.03372230265185211,0.041788372523133124
instructions,228.0,82,0.08920432093210691,0.04767635892158402,0.04152796201052289
applications.,213.0,72,0.08333561560762619,0.04186216880919572,0.041473446798430465
financial analysis,172.0,45,0.06729448772071223,0.026163855505747326,0.0411306322149649
clean,217.0,76,0.08490060369415438,0.04418784485415104,0.04071275884000334
selection,309.0,138,0.12089532968430278,0.08023582355095847,0.040659506133344306
coding,187.0,56,0.07316319304519295,0.03255946462937445,0.040603728415818496
regression,152.0,33,0.059469547288071266,0.019186827370881374,0.04028271991718989
drafting,271.0,114,0.10602794286228495,0.06628176728122656,0.03974617558105839
confidentiality,143.0,28,0.05594832409338284,0.016279732314687226,0.03966859177869561
english language,138.0,25,0.053992088985222605,0.014535475280970739,0.03945661370425187
configure,163.0,42,0.06377326452602379,0.02441959847203084,0.03935366605399295
exchange,241.0,95,0.09429053221332354,0.0552348060676888,0.03905572614563473
architecture,220.0,81,0.08607434475905051,0.047094939910345184,0.03897940484870533
priorities,162.0,42,0.06338201750439175,0.02441959847203084,0.03896241903236091
manuals,190.0,61,0.07433693411008908,0.0354665596855686,0.03887037442452049
functionality,187.0,59,0.07316319304519295,0.03430372166309094,0.03885947138210201
services.,229.0,88,0.08959556795373895,0.05116487298901699,0.038430694964721956
insurance,266.0,113,0.10407170775412473,0.06570034826998773,0.038371359484137
scripts,141.0,29,0.05516583005011874,0.016861151325926055,0.03830467872419269
monthly reports,178.0,54,0.06964196985050451,0.031396626606896794,0.03824534324360772
procedures.,231.0,90,0.09037806199700305,0.05232771101149465,0.038050350985508394
pricing,198.0,69,0.07746691028314547,0.040117911775479236,0.03734899850766623
identification,260.0,111,0.10172422562433243,0.06453751024751007,0.03718671537682236
business processes,132.0,25,0.05164460685543031,0.014535475280970739,0.037109131574459574
energetic,218.0,83,0.08529185071578642,0.04825777793282285,0.03703407278296357
assessments,170.0,51,0.06651199367744813,0.029652369573180303,0.036859624104267824
technologies,473.0,255,0.18505984123195862,0.14826184786590152,0.0367979933660571
comments,141.0,32,0.05516583005011874,0.018605408359642545,0.0365604216904762
technical specifications,132.0,26,0.05164460685543031,0.015116894292209566,0.036527712563220745
suppliers,310.0,146,0.12128657670593483,0.0848871756408691,0.03639940106506573
elements,149.0,38,0.05829580622317513,0.02209392242707552,0.03620188379609961
feasibility,143.0,34,0.05594832409338284,0.019768246382120203,0.03618007771126264
test plans,134.0,28,0.05242710089869441,0.016279732314687226,0.03614736858400718
business plan,148.0,38,0.057904559201543075,0.02209392242707552,0.03581063677446755
employees,523.0,291,0.204622192313561,0.1691929322704994,0.0354292600430616
implementing,609.0,349,0.23826943617391716,0.2029152349223515,0.03535420125156566
formulation,126.0,24,0.04929712472563802,0.013954056269731908,0.03534306845590611
outreach,163.0,49,0.06377326452602379,0.028489531550702645,0.03528373297532114
financial reporting,130.0,27,0.05086211281216622,0.015698313303448397,0.03516379950871782
enterprise,245.0,105,0.09585552029985171,0.06104899618007709,0.03480652411977462
data collection,140.0,35,0.0547745830284867,0.020349665393359032,0.03442491763512767
templates,119.0,21,0.04655839557421369,0.01220979923601542,0.03434859633819827
reconcile,124.0,26,0.04851463068237393,0.015116894292209566,0.03339773639016436
processes.,155.0,47,0.060643288352967416,0.027326693528224984,0.03331659482474243
contract,339.0,171,0.13263274033326422,0.09942265092183986,0.033210089411424365
merchandising,122.0,25,0.047732136639109836,0.014535475280970739,0.0331966613581391
quantitative,117.0,22,0.04577590153094959,0.012791218247254248,0.032984683283695346
robust,118.0,23,0.04616714855258164,0.013372637258493079,0.03279451129408856
service providers,117.0,23,0.04577590153094959,0.013372637258493079,0.03240326427245651
life cycle,111.0,20,0.04342841940115731,0.01162838022477659,0.03180003917638072
marketing strategy,122.0,28,0.047732136639109836,0.016279732314687226,0.03145240432442261
scale,172.0,62,0.06729448772071223,0.036047978696807426,0.0312465090239048
interfaces,108.0,20,0.04225467833626116,0.01162838022477659,0.03062629811148457
methodologies,149.0,48,0.05829580622317513,0.027908112539463816,0.030387693683711314
networks,252.0,118,0.09859424945127604,0.06860744332618188,0.029986806125094162
analyst,281.0,138,0.10994041307860543,0.08023582355095847,0.029704589527646957
members.,129.0,36,0.05047086579053417,0.02093108440459786,0.02953978138593631
lessons,163.0,59,0.06377326452602379,0.03430372166309094,0.02946954286293285
evaluations,131.0,38,0.05125335983379827,0.02209392242707552,0.029159437406722753
inventory,373.0,201,0.14593513906875383,0.11686522125900473,0.029069917809749102
company policies,108.0,23,0.04225467833626116,0.013372637258493079,0.02888204107776808
target,408.0,225,0.15962878482587553,0.13081927752873662,0.02880950729713891
fundraising,121.0,32,0.04734088961747779,0.018605408359642545,0.028735481257835243
schedule,540.0,314,0.21127339168130582,0.18256556952899247,0.02870782215231335
sharing,143.0,47,0.05594832409338284,0.027326693528224984,0.028621630565157853
consultancy,156.0,56,0.06103453537459946,0.03255946462937445,0.028475070745225012
inc.,178.0,71,0.06964196985050451,0.041280749797956894,0.02836122005254762
qualitative,111.0,26,0.04342841940115731,0.015116894292209566,0.028311525108947744
orientation,157.0,57,0.061425782396231504,0.03314088364061328,0.028284898755618224
organizing,362.0,195,0.1416314218308013,0.11337670719157175,0.028254714639229545
notes,148.0,51,0.057904559201543075,0.029652369573180303,0.028252189628362772
meetings.,142.0,47,0.055557077071750796,0.027326693528224984,0.028230383543525812
interviews,198.0,85,0.07746691028314547,0.04942061595530051,0.028046294327844952
service.,134.0,42,0.05242710089869441,0.02441959847203084,0.02800750242666357
transfers,104.0,22,0.04068969024973298,0.012791218247254248,0.02789847200247873
search,172.0,68,0.06729448772071223,0.03953649276424041,0.02775799495647182
auditors,103.0,22,0.04029844322810093,0.012791218247254248,0.027507224980846682
promoting,174.0,70,0.06807698176397632,0.040699330786718065,0.027377650977258257
designs,204.0,91,0.07981439241293777,0.05290913002273348,0.026905262390204285
committees,108.0,27,0.04225467833626116,0.015698313303448397,0.026556365032812765
fix,106.0,26,0.041472184292997066,0.015116894292209566,0.0263552900007875
engagement,131.0,43,0.05125335983379827,0.025001017483269668,0.026252342350528604
consulting,231.0,112,0.09037806199700305,0.0651189292587489,0.025259132738254142
system administrator,94.0,20,0.0367772200334125,0.01162838022477659,0.02514883980863591
statistical,150.0,58,0.05868705324480717,0.03372230265185211,0.02496475059295506
agriculture,99.0,24,0.03873345514157273,0.013954056269731908,0.024779398871840823
reception,103.0,27,0.04029844322810093,0.015698313303448397,0.024600129924652533
infrastructure,282.0,148,0.11033166010023748,0.08605001366334676,0.024281646436890722
optimization,148.0,58,0.057904559201543075,0.03372230265185211,0.024182256549690966
agile,124.0,42,0.04851463068237393,0.02441959847203084,0.024095032210343093
environmental,173.0,75,0.06768573474234428,0.04360642584291221,0.02407930889943207
source,195.0,90,0.07629316921824933,0.05232771101149465,0.023965458206754678
focus,321.0,175,0.12559029394388738,0.10174832696679516,0.02384196697709222
quality assurance,250.0,128,0.09781175540801196,0.07442163343857018,0.023390121969441777
standards.,183.0,83,0.07159820495866474,0.04825777793282285,0.023340427025841895
systems.,190.0,88,0.07433693411008908,0.05116487298901699,0.02317206112107209
architect,127.0,46,0.049688371747270074,0.026745274516986158,0.022943097230283916
protection,272.0,144,0.106419189883917,0.08372433761839145,0.02269485226552556
daily operations,92.0,23,0.0359947259901484,0.013372637258493079,0.022622088731655318
business requirements,108.0,34,0.04225467833626116,0.019768246382120203,0.02248643195414096
practice,209.0,102,0.081770627521098,0.059304739146360606,0.02246588837473739
completeness,91.0,23,0.03560347896851635,0.013372637258493079,0.02223084171002327
descriptions,95.0,26,0.03716846705504454,0.015116894292209566,0.022051572762834974
values,144.0,59,0.05633957111501489,0.03430372166309094,0.022035849451923953
written,392.0,226,0.15336883247976274,0.13140069653997546,0.021968135939787276
publications,183.0,86,0.07159820495866474,0.050002034966539335,0.021596169992125408
articles,165.0,74,0.06455575856928789,0.04302500683167338,0.021530751737614505
partnerships,105.0,34,0.041080937271365026,0.019768246382120203,0.021312690889244822
receptionist,99.0,30,0.03873345514157273,0.017442570337164884,0.02129088480440785
support.,93.0,26,0.03638597301178045,0.015116894292209566,0.02126907871957088
retail,246.0,129,0.09624676732148377,0.07500305244980901,0.021243714871674757
cash flow,130.0,51,0.05086211281216622,0.029652369573180303,0.021209743238985914
cost,525.0,317,0.2054046863568251,0.18430982656270894,0.021094859794116155
visibility,88.0,23,0.03442973790362021,0.013372637258493079,0.021057100645127128
operations.,166.0,76,0.06494700559091994,0.04418784485415104,0.0207591607367689
accountability,133.0,54,0.05203585387706237,0.031396626606896794,0.020639227270165574
team members.,100.0,32,0.03912470216320478,0.018605408359642545,0.020519293803562235
websites,128.0,51,0.05007961876890212,0.029652369573180303,0.02042724919572182
controls,217.0,111,0.08490060369415438,0.06453751024751007,0.020363093446644304
new technologies,101.0,33,0.03951594918483683,0.019186827370881374,0.020329121813955454
gaps,89.0,25,0.034820984925252256,0.014535475280970739,0.020285509644281517
programs.,111.0,40,0.04342841940115731,0.02325676044955318,0.02017165895160413
server,241.0,128,0.09429053221332354,0.07442163343857018,0.019868898774753355
coach,120.0,47,0.04694964259584574,0.027326693528224984,0.019622949067620757
principles,200.0,101,0.07824940432640956,0.05872332013512178,0.019526084191287783
backup,145.0,64,0.05673081813664693,0.03721081671928509,0.01952000141736184
advisory,125.0,51,0.04890587770400598,0.029652369573180303,0.019253508130825676
advertising,340.0,196,0.13302398735489626,0.11395812620281058,0.01906586115208568
administrative duties,78.0,20,0.03051726768729973,0.01162838022477659,0.01888888746252314
tasks.,115.0,45,0.0449934074876855,0.026163855505747326,0.018829551981938177
models,211.0,110,0.08255312156436209,0.06395609123627125,0.018597030328090847
compensation,90.0,29,0.035212231946884304,0.016861151325926055,0.01835108062095825
profitability,170.0,83,0.06651199367744813,0.04825777793282285,0.018254215744625282
management systems,76.0,20,0.029734773644035633,0.01162838022477659,0.018106393419259043
senior management,128.0,55,0.05007961876890212,0.03197804561813562,0.0181015731507665
benefits,150.0,70,0.05868705324480717,0.040699330786718065,0.017987722458089106
budgeting,224.0,120,0.08763933284557872,0.06977028134865954,0.017869051496919183
information systems,108.0,42,0.04225467833626116,0.02441959847203084,0.017835079864230323
availability,261.0,145,0.10211547264596449,0.08430575662963027,0.017809716016334215
